"","logFC","logCPM","F","PValue","FDR"
"SENP1",-0.274654809604826,6.37776667932011,3.27352768625827,0.0939045277463434,0.118741429142478
"AKAP5",-0.52638983956729,3.59200048294532,3.27455347152507,0.0941041703131977,0.118982284304043
"IQCC",-0.467012271260068,3.12310241267543,3.27390694049713,0.0942419831024653,0.119144924580695
"PCGF1",0.72576680890623,3.37578066989613,3.27176693160235,0.0942550292156282,0.119149812935221
"TNFRSF11B",-0.698325649374162,2.74418538638817,3.26258582053333,0.0942847018236827,0.119175716201325
"ADA2",0.670949750566983,5.59771632574185,3.26353950301762,0.0943588789370371,0.119257862570861
"DDA1",-0.265919310948845,5.0914482120428,3.26221175039006,0.0944286400911412,0.119334412265896
"CLEC2B",1.1951326251891,2.79472481960827,3.26741984791598,0.09456819587621,0.119499141595912
"SYNE1",-0.497376260490764,6.29879285695171,3.25640310556377,0.0946783739821771,0.119626719973587
"BAG5",-0.304601856151114,6.15288346975156,3.25557110245326,0.0947164641333802,0.119663198798061
"LTN1",0.302659186432191,5.83654361528482,3.25433867049702,0.094773658415041,0.119723804012383
"ADD1",0.297295573749718,7.66944013812269,3.25096192315395,0.0949225912231843,0.119900275795731
"C14orf28",0.572735097132991,2.41037763353897,3.25039037866012,0.0949887985537861,0.119972229758504
"ELAC1",0.383316279320212,3.58009061385509,3.25247176120533,0.0950364593934913,0.12002074751192
"GVQW3",-0.594203852935328,3.33909445280144,3.2546852690228,0.0950774621759433,0.12006084823852
"ABR",-0.291147281806232,6.61998350213569,3.24633990684429,0.0951349842400921,0.120121799166964
"RFESD",-0.604231604660584,2.32237137451428,3.21160101963736,0.0952212085952739,0.120218975543882
"KDM8",0.837034887401063,2.23105964501482,3.22565661208489,0.0952449366072261,0.120237237615425
"RPL35P5",-0.816577029051569,1.85300500667467,3.09817578742272,0.095605852239871,0.12068112049728
"GCC2",0.314011470110332,6.62173541304645,3.23246360304872,0.0957705719440168,0.120877287420589
"PDHX",-0.277449716501992,5.33140493866516,3.22642084352961,0.0960593299562153,0.121229956522282
"MED22",-0.514027052374518,5.85268346764161,3.2260719199281,0.0960701975184689,0.121231884482766
"TMEM53",0.977441411552238,2.06493089546611,3.17805302203651,0.0960841566452711,0.121237712963509
"PGAM5",0.256192330046366,5.76724709710804,3.22351579354391,0.0961871649777031,0.121355890494808
"CBX4",-0.417896331132152,4.43551811383339,3.22081062182085,0.0963597006377863,0.121561756660362
"SLC8B1",0.563297329680045,2.89001631745739,3.22723423266415,0.0965221321071235,0.121754837196352
"ZFX",0.288814876504861,5.26757372989888,3.21347423529859,0.0966587271515174,0.121915292821562
"SLC35G2",0.477053828720001,2.63269225430734,3.22027737302062,0.0967867634121038,0.122064923152848
"TEX2",0.371880715332997,4.8169124532971,3.21058228405518,0.0968033432425153,0.122073972144938
"TAF3",-0.316426050118391,4.80576401173238,3.20980199875359,0.0968450406139533,0.12211469080718
"KCNMB3",-0.571045878190023,3.27402676033391,3.21268238599549,0.097020659103853,0.122324250137738
"STC2",0.773548678669522,3.52512806974983,3.20724427704122,0.0971481380715398,0.122473080047454
"IRF1",0.35436469595534,6.88586580661004,3.20009431935321,0.0972737808135555,0.122619566374667
"CTNNBIP1",0.513740111514484,3.32283670489176,3.20535480696713,0.0973230086050435,0.122669707874681
"SORL1-AS1",0.959162354684246,2.70815523579065,3.20522538060072,0.0974685597998416,0.122841237615491
"THAP12",-0.401352961377583,5.84509307281113,3.19469978849561,0.0975323539019086,0.122889333776294
"HNRNPA1L2",-0.913031832368783,3.18532858262462,3.199704395839,0.097533829689971,0.122889333776294
"C1orf35",0.406300242466373,3.32383722215906,3.20081352685844,0.0975351245426335,0.122889333776294
"NRCAM",0.621321468054409,5.61693784008921,3.19422213713544,0.0975552071431573,0.122902706854138
"CERS6",0.600655652690814,5.70077303841081,3.19307710031586,0.0976083163729449,0.122957681145266
"INHBE",1.39301557168268,2.40005900321291,3.17705772005942,0.0976947871776266,0.123054666430431
"D2HGDH",-0.427006063836522,4.91200715090647,3.19131787517283,0.097709109651631,0.123060764921228
"GPER1",1.14848543397338,2.0356352736188,3.13085091162243,0.0978202263790249,0.123188758940501
"ZBTB20",-0.494387824854789,5.70401466728153,3.18292080808699,0.0980900485970068,0.123516572641555
"CKMT2-AS1",0.499511350680551,2.98559382439547,3.18433470218037,0.0984928527364142,0.124011759483816
"LMNTD2",-0.976489739246157,2.05007700446942,3.07418928690496,0.0985184256502571,0.124031926764339
"MECP2",0.333568571704366,5.53094754254815,3.1725357880343,0.0985831258457622,0.124091575297343
"METTL25",0.525813618392796,2.88230095225072,3.18318399079682,0.098584924843313,0.124091575297343
"MATN1-AS1",0.89033845329785,2.16247678998953,3.14371214052223,0.0986303987632979,0.124136776490605
"UQCRFS1P1",-0.712169990214572,1.77408261977861,3.02333482080228,0.0986959472870318,0.124207232478735
"SWI5",0.664030237417248,3.41192610763909,3.17373671513002,0.0987735834252999,0.124292885396063
"PKN3",-0.678864984025845,4.90290258084686,3.16844588210919,0.0987996975848452,0.124313694712223
"TROAP",0.396228790835401,4.58087607596456,3.16313684239671,0.0990547491967433,0.124622530248495
"TTLL5",0.29376833209481,4.77202627026852,3.15797985605391,0.0992950710893391,0.124903233859337
"PABIR3",0.39769666477097,3.19459446924457,3.16510412407445,0.0992971086436442,0.124903233859337
"TOX4",0.273766390081819,6.291594816252,3.15455513650848,0.0994399420198776,0.125070779788567
"KPNA4",0.242216715940354,6.3600349763645,3.1533075872,0.0994998346086659,0.125133984422099
"ANKRD42-DT",-0.438942903572133,3.35620571062778,3.15942697595661,0.0995227639653241,0.125150695240254
"RPS3AP6",0.37399017317431,4.73950868429211,3.15035876159232,0.099663221626852,0.125315181315174
"RUFY3",-0.699527935253167,4.74692715134164,3.14986767450278,0.0997015385917704,0.125351217640564
"DMRT2",1.3117922298509,2.64394372764412,3.15108978525593,0.0997594232493662,0.125411846370632
"RPL4P5",-0.78684619916525,2.21369283041971,3.09147793201367,0.0997762138787851,0.125420807296788
"CARNMT1",0.387069307041021,5.02775140342774,3.14120823190882,0.100098212490963,0.125813382214844
"SASH1",-0.666508666979281,4.27053340657906,3.14129093720128,0.100167503651118,0.12588828402319
"MED21",0.296685992208597,4.67911998483802,3.13952976395716,0.100190281531165,0.12590472013501
"PAM16",-0.635365559687309,3.64883844864972,3.14156545843671,0.100310500705933,0.126043591400098
"SLC25A20",0.570864361761567,4.21487632965482,3.13227531161604,0.100571762622592,0.126359643678371
"SLC25A42",0.407032605401986,3.74004709781846,3.12896329523851,0.100812981405718,0.126650454766378
"AKTIP",-0.396033653088135,3.97196621141151,3.12846460140211,0.100826611396893,0.126655319455306
"KLF11",-0.919841535675497,2.20844032326509,3.05993270899662,0.100910591466195,0.126748546277455
"C17orf67",0.830344728297287,1.88574956498077,3.04332810882143,0.10092905703417,0.126759473662654
"LINC00173",-1.13195832659337,4.03804920839487,3.1273152378708,0.100962191813846,0.126788820602141
"CLN8-AS1",0.785502253401602,2.51041851428192,3.12533811390578,0.101098182733983,0.126933314209654
"PALS1",-0.302293196296163,4.74323829892367,3.12093974830679,0.101101858915878,0.126933314209654
"JADE3",1.13064050294769,5.00728762223336,3.12063369896466,0.10110658980074,0.126933314209654
"FKBP11",0.574215760200965,4.5190960537444,3.11811451156794,0.101244702798465,0.127094414151265
"NDUFC2-KCTD14",1.26779271575568,1.77189725340673,2.98968314102886,0.101432742599557,0.127318150946935
"SLC25A10",-0.445729700776883,3.71396640037958,3.11708093786673,0.101462608259084,0.127343323844799
"RNF4",-0.22470077020736,7.1641681544692,3.11145818372336,0.101540785842034,0.127429121166934
"RSKR",0.481332720223279,4.01357037473699,3.11217570291436,0.101582602558177,0.127469275058501
"CYP2D7",0.624378594096209,1.8628721076348,3.02305580677533,0.101823062003818,0.127758660687246
"RPS3A",0.448789228890899,10.6492759897712,3.10349065043588,0.101933746021752,0.127885175271829
"TRAM2",-0.70322977231772,6.67517087565468,3.09972258812488,0.102123995302652,0.128111477629112
"RGP1",-0.45633243556973,6.36869440763672,3.09046097443704,0.102587028272185,0.128679902104074
"ATN1",0.263504227246962,5.60660628269997,3.08262312063693,0.102984026648645,0.129165394327898
"MUS81",-0.365185395124517,5.16203787644938,3.08185514298764,0.103031744697393,0.129212758084266
"PPIL2",-0.309348237801679,5.84251554676321,3.08121154681774,0.103054258007285,0.129228506321569
"PMS2CL",-0.608204567438273,2.98539234978763,3.08215666515446,0.103273853611748,0.129491365908085
"BTN3A1",-0.306102134991497,6.43675744797624,3.07437485694904,0.103395452482072,0.129631312007852
"SERPINB10",0.449231397689858,3.28037509362334,3.07932905408228,0.103464028866293,0.129704760931474
"FRG1BP",-0.832298382750691,2.39724992367376,3.03858205973114,0.103571156223582,0.129817400882383
"UBR3",0.335169687693025,5.9949115903412,3.07087581822333,0.103573883169334,0.129817400882383
"ZNF787",-0.341724992519777,4.18774121944658,3.07053384842963,0.103666205920755,0.129920570903872
"ACOXL",1.23026577429208,3.227735959841,3.07359980745633,0.103802423508915,0.130078727278019
"CRTC2",0.368784556574396,5.49187003996339,3.06604825693328,0.103822660754963,0.130091527811508
"ZSCAN5A",-0.681264109879106,2.54117499879047,3.0451871897111,0.104227322537244,0.130585969742609
"TMEM276",0.980347674509928,2.12922314047196,3.02189484536517,0.104382135467549,0.130767311878079
"SYS1",0.388938589114207,4.11788042596294,3.05135375958702,0.104628918756403,0.131063826043052
"ARHGAP22",-1.00743204007682,1.79171913292429,2.90173967282083,0.104678633227535,0.131094240548388
"SNHG3",0.354038391259248,6.51303502923121,3.04906227637847,0.104683335053917,0.131094240548388
"USP9Y",-0.365978157566559,7.23790203308281,3.04903953930031,0.10468349794176,0.131094240548388
"GAPT",-1.09018237533332,2.4604539544792,3.00895004054501,0.1047603576795,0.13117783548909
"SPATA2L",-0.622008299102768,2.74104755115636,3.04612064538861,0.10480404199062,0.13121987701729
"CDS2",0.314703228046665,6.45242496305047,3.0463690881194,0.104822061360494,0.131229779751081
"TIMM29",0.37724075930941,3.1584446634896,3.0527357793688,0.104882029386011,0.131292192249053
"PRRC2B",0.502392498117488,7.9629438983441,3.04462034544394,0.104909614206875,0.131314059055472
"FRY",-0.662202333697313,4.91141993754067,3.04399404775989,0.104970225198742,0.131377256106419
"FAM13B",-0.351597255027247,6.32456479313713,3.03941866586124,0.105180498970238,0.131627735888323
"PTPN23-DT",0.809135994993269,1.95040535886636,2.97672094531304,0.105248223581933,0.131699791968909
"SLC43A2",0.463901701114181,4.28806033075524,3.03779811081736,0.105309150126498,0.131763328382682
"CCSAP",0.597437749377028,6.56597761276078,3.03539914810258,0.105386864898257,0.131847856036566
"ELOB",0.279581000545563,5.66116886094574,3.03491534590325,0.105416516784778,0.131872242469778
"FSD1",0.947872192107496,1.83342850564453,2.94126577420126,0.105497124433318,0.131960361871877
"RBM12B",0.304896289812186,5.9725630888025,3.03096558583653,0.105618939769681,0.132100003681871
"PTPRN2",-0.84477468772252,1.83903524291838,2.8996659940375,0.105790905985283,0.132302337382116
"UBE4A",-0.351721637245141,7.08328234475599,3.02470196377361,0.105941115261806,0.132477425442991
"PIP5K1B",1.07113476278373,4.23923769364427,3.02056804076665,0.106217400717667,0.132810120538996
"HTR1F",-1.06134802277369,1.76966064089977,2.8660705673312,0.106315635779693,0.132920145677173
"ZNF318",0.321899864354062,7.24291034335209,3.01537103046702,0.1064275665162,0.133047270863938
"WASF1",-0.856737579921173,2.85915861050022,3.01168358750198,0.10654224283513,0.133177803543912
"NPM1P25",-1.25977830584388,2.38012293990781,2.95504119268861,0.106564051547536,0.133192237755129
"CORO6",0.931029209360754,1.6836878831736,2.87809677913999,0.106722827850688,0.133377845705944
"HEATR5A",0.382352228293921,4.14297428267326,3.00698786355025,0.106929244476536,0.133622951122118
"RPSA",0.335288135533063,10.5537230816602,3.00057219944097,0.107204432388362,0.133953940354345
"GLRX2",0.481736427557067,3.83475201603454,3.00163679749707,0.107260061031248,0.13401054886761
"CYB561D1",0.349012510612195,3.8387174654163,3.00003074474183,0.107345178093582,0.134103985722299
"GSEC",0.814805086675034,1.85557820017494,2.91541537209042,0.107373981275975,0.134127059663377
"SLC25A51",0.439966614132042,4.26706736576834,2.99757463903206,0.107413492729028,0.134163504197727
"ZNF143",0.263778414780481,4.48198129339281,2.99308795104933,0.107637257847786,0.134430059353821
"CT45A6",1.36202313905419,2.60345543490791,2.98732610180614,0.107927209520858,0.134779216815542
"METTL6",0.331684235330823,4.25749978580594,2.98684933242679,0.107984174921072,0.134837382441127
"FAM81A",-0.515415070729479,3.16792713485168,2.99026312347852,0.108105225670932,0.134975551097412
"PUS1",0.333419773730423,4.14845284597388,2.9823927898825,0.108232639172284,0.135121636669832
"LRIG2",0.362802614582455,4.67045827345511,2.98138943683529,0.108250731638229,0.135131226838258
"UBE4B",0.337684726587697,5.74229289953847,2.98007903240398,0.108299869296914,0.135176327075313
"MOB1B",-0.70100431521406,5.01502415629048,2.98029126313249,0.108307688873903,0.135176327075313
"WDSUB1",-0.388850982175872,3.66308242763647,2.97846244385577,0.108592402011926,0.135518640334083
"CDC42BPB",-0.371910326609107,5.79162492388155,2.9733922626148,0.108659259897146,0.135589039940872
"NACA3P",1.47694704923592,1.58735868942723,2.80273425933285,0.108774252183286,0.13571948412372
"SH3RF3",0.902638994100783,2.51933440861745,2.9714866414339,0.108968533150828,0.135940067491669
"PGAP3",0.60186833328653,3.15634636920461,2.97477547648471,0.10897198784675,0.135940067491669
"ARG2",0.729641285116966,2.00766723808731,2.91807082726409,0.109114288895526,0.136104504119155
"HAPLN3",0.515494874459321,4.09863784438259,2.96239568622298,0.10931204524021,0.136338075066582
"ANKRD23",-0.602040875101547,2.59546707805821,2.94592292972324,0.109792762687664,0.136924486902948
"RCOR3",0.398385467400661,5.12380300451318,2.95061243037252,0.109897699089145,0.13704218793132
"ZNF778",-0.478123321677246,3.88214080701421,2.94951460862632,0.11009878144773,0.137279748625508
"DOLPP1",0.524397782991281,4.01486959324874,2.94368868569893,0.110340170686556,0.137567516618144
"ANKRD34A",0.585035738398176,2.45483325919838,2.94392030258016,0.110414996032652,0.137647584374167
"PGAM1P7",-0.762960987255219,1.75495916207018,2.80264500111264,0.110557024179783,0.137811406304963
"LINC01355",-0.464565850576818,4.13141853620319,2.93745066703352,0.110700470746049,0.137976964690197
"FBXO30",-0.310314553153247,5.16796141731793,2.93443947418059,0.110784125570597,0.13806797406686
"MST1",-0.935385422886308,3.79360824258341,2.93786900243619,0.11082453637665,0.138105077013145
"LINC01551",-1.13919447768283,3.61718185937209,2.93736974270634,0.110900660346093,0.138186672870528
"NUP85",0.244641103620211,5.4582892140081,2.92573223805959,0.111257184492223,0.138617609398066
"ZNF862",-0.382295575285106,4.04047393804641,2.92580788859732,0.111352449210496,0.138722985963359
"PIK3R4",0.313939401423865,5.46613398298339,2.92298464279962,0.111409001428906,0.138772158907966
"IL1R2",1.27574526896765,2.36389650590234,2.91100740743354,0.111413302617867,0.138772158907966
"FLVCR1",0.396583186799706,5.35123822491687,2.91992950346583,0.111579776936433,0.138966177761936
"PAH",0.955451852724236,2.46727614313796,2.91849865459989,0.111703941238361,0.139107469756684
"TSR2",0.302811069595424,5.0018246126363,2.91593075262125,0.111808323814094,0.139224102370197
"ARHGEF1",0.37571757288931,6.55039788822262,2.91173912910265,0.11202693284338,0.139482934130175
"ANKRD33B",-0.293762350397887,7.02965211450505,2.90372946023181,0.112473735953779,0.140018118618639
"FANCM",0.350042842961793,4.70028929283652,2.90408387537085,0.112478345364911,0.140018118618639
"LARP4",-0.233940859150801,6.22465562168609,2.90097008251935,0.112630690554873,0.140194319467036
"IL13RA1",0.688569813081813,4.254687010766,2.90043410214315,0.112709639863575,0.140279137542354
"TMCC1",-0.292352823985872,4.63777612779054,2.89499430463264,0.112997909956403,0.140624436359934
"CHIC1",-0.420182484562503,4.65280197001579,2.8869436991811,0.113454334341009,0.14116581870154
"CPLANE1",0.360650294638276,4.70201313575135,2.88674002650081,0.113454685723765,0.14116581870154
"NPL",0.616074702206043,2.46707811890136,2.88781549047745,0.113557225258961,0.141279860429533
"DUX4L50",0.833184147076738,3.15738483732845,2.8912475531526,0.113572089632129,0.14128481152243
"GGACT",0.684961323112617,2.62086820257502,2.89109130242751,0.113623100029335,0.14133472337142
"C1orf74",-0.402822133719215,3.75058944418103,2.8830643553759,0.113822898011424,0.141569683421644
"LLPH",-0.369255193370694,5.69728504066936,2.87848300494845,0.11390553231736,0.141658887561496
"VCAM1",0.795855605904907,2.96317915825481,2.88403473891327,0.114072250220143,0.141852635357104
"ZC3H7B",-0.254946454476438,6.59251663222387,2.8660004525435,0.114612829441428,0.142511210475117
"ITPKB",-0.433926520697005,4.56583694929922,2.86504218254608,0.11470854075989,0.142616557381549
"HDX",0.666929861251252,2.94808991928769,2.87204819735479,0.114764360171065,0.142672291449136
"CACFD1",-0.484992199193782,2.54010695421855,2.85625360191999,0.114829967828166,0.142740182188239
"NF1",-0.264875106148878,7.45138088451149,2.86172944062948,0.114856028965554,0.142758906058881
"USP13",0.293521885002292,4.41647325663621,2.85794971135321,0.115113056369813,0.143064675572594
"FAHD1",-0.398608015926156,4.0962021348288,2.85756590201183,0.115194054515816,0.143151635003858
"MFSD1",0.458234191312178,4.98589174632868,2.85339987692973,0.115352487665492,0.143334797041747
"KHK",0.881168985976924,1.96911659019706,2.79482376711731,0.115663846390536,0.143707928223332
"TRMT61A",0.397034742520517,2.99761144973913,2.85392153251254,0.115781878097854,0.143840809505183
"SINHCAF",0.334704950684919,6.80066334435447,2.84513641548299,0.115815661602094,0.143867853025712
"MYL12BP2",0.865444946941167,2.3995670509299,2.8432801849574,0.115825813876632,0.143867853025712
"TIAM2",-0.534943823563219,4.76204888107053,2.84425522170629,0.115898616242289,0.143944506633328
"PRDM15",-0.336627008125945,4.99083144973918,2.84147725275469,0.116047529038212,0.144115664649445
"NECAB3",0.8441505322986,2.25727543764092,2.82691716286262,0.116171604923022,0.144255948713367
"ZBTB37",-0.318650110567031,5.15703466974656,2.83796638377517,0.116247399964354,0.144336258995343
"PRIM2",0.267404968094493,4.98955876127465,2.83435814334105,0.116459090978418,0.144585270291714
"ZNF780A",-0.31181013599765,5.31826488645339,2.8287014828668,0.116785937624785,0.144977187296261
"TMEM167B-DT",0.570351894304099,1.77300658518304,2.7325670790754,0.117074143563563,0.145321065645505
"UTP20",0.329945163980668,6.04040113518915,2.82325033946667,0.117097661243767,0.145336359049923
"TMEM164",-0.278345855074902,4.67944502903392,2.82028672840255,0.117300551298031,0.14557425718027
"MIEN1",0.364571356572964,4.27086566457965,2.81935975466342,0.117373061999438,0.145650319766033
"SLC29A2",0.893038574368243,2.26244372501695,2.80608490384825,0.117395096500881,0.145663736983218
"LINC01126",-0.711508213059975,2.09619922515805,2.75788064513721,0.117427471551557,0.145689980953853
"RPL36AP37",0.414376931263812,6.18853251078699,2.81713095877016,0.117458017473571,0.145713950760485
"MDN1",0.27244915896253,7.22356957181773,2.81481004786896,0.117592195119484,0.145866465276271
"DCTN4",-0.267407821952585,5.81322801217285,2.81420382633303,0.117633906273083,0.145904262152376
"KLHL6",-0.526764685843176,5.69069204665279,2.81385548098063,0.117656700610487,0.145918591049505
"TANGO2",0.384093637521634,4.10497548330089,2.8146183275123,0.117670189830063,0.145921378044732
"OGG1",-0.499784709275295,4.56655569319019,2.81000934761196,0.117921478138921,0.146219028108826
"FAM199X",0.279697113415545,5.31250549035864,2.79466875327982,0.118801514079699,0.147296174682824
"ANKRD42",0.470104836811592,3.12462008632074,2.8008924702483,0.118830264953063,0.147317749674379
"TNK1",-0.757875061844787,1.73650873420298,2.664480735611,0.118933371211188,0.147431492533781
"ZNF253",0.405293060776354,3.81567223328113,2.7934806053334,0.118978494370749,0.147473343862903
"OBSCN",-0.770065220810219,1.93738429467775,2.70178585856793,0.119024442082728,0.147516209131463
"PABIR2",-0.248643794382366,5.94335872274005,2.78955956943324,0.119102607491039,0.147598992288876
"ITPRIPL2",-0.667088232569214,3.26733229489448,2.79289784383414,0.11923053477638,0.147736278068965
"PCMTD1",0.331061606274492,4.9373132410968,2.7875535131557,0.119236151698804,0.147736278068965
"TUG1",-0.224397715460915,8.12518296838268,2.78552663629836,0.119339865991639,0.147850669139208
"ADAMTS13",-0.854167627789073,2.84559858061612,2.78227165751994,0.119432675802009,0.147951530054407
"LIAS",0.305232559457361,4.52220412566588,2.78220754852481,0.119573798796265,0.148112215705269
"SMYD5",0.376274301209143,4.59663209221721,2.77794129191948,0.119827970181751,0.148412886732741
"NFYC-AS1",-0.523975472779509,2.71713038572385,2.77698448013721,0.119890795652491,0.148476531587571
"MROCKI",0.75325950427979,3.89176667562301,2.77703383345987,0.119956644248103,0.148534204225038
"ASMTL",-0.372422056651022,4.3464834923443,2.7762716389827,0.119960251378357,0.148534204225038
"DBF4B",0.288212229840512,4.30962663624424,2.77223434634929,0.120191734429838,0.148806630379559
"TEDC1",-0.445499297134294,3.62215343925041,2.77178645037288,0.12040533723241,0.149051059474112
"GTF2H5",-0.279116972756793,4.48523684481679,2.76856349764853,0.120412127091335,0.149051059474112
"SLC2A3P1",-0.983479168841227,3.09317824245398,2.7650733852241,0.120711330761416,0.149407177770877
"LRRC51",-0.719364049795787,2.99261091301228,2.76627409529518,0.120723810987036,0.149408377823391
"TEN1",0.466523331850018,2.94689128704136,2.77067799526137,0.120740044575416,0.149414222384298
"TMEM259",-0.378170163265406,6.26624186002017,2.757844415885,0.121025794497502,0.149753556966404
"ARFGAP3",-0.223632535266482,6.34715279677844,2.75260292561635,0.121347061822021,0.150136770798765
"ZRSR2",-0.395572982845522,4.46698207845888,2.75140538488595,0.121467796426776,0.150263782552934
"SHOX2",-0.874402916773381,3.98991528610778,2.75340093683845,0.121472871365789,0.150263782552934
"KCNJ2",1.03660856381477,2.91404877591166,2.75665895154928,0.121571844007456,0.150371882524946
"NAIF1",0.37079924035787,3.60475655100289,2.75095975093553,0.121623161099511,0.150421022493726
"GAD1",0.663316730454124,2.78601183371772,2.75138317040593,0.12194895348186,0.150809586146584
"TRIM32",0.659629684900625,5.43157376790503,2.74141759012366,0.12204358446918,0.150912234582258
"DYRK1B",-0.473876904543653,3.36020910785198,2.74542552996359,0.122111329328759,0.150981620755124
"CISH",1.07245033907837,1.58836476695467,2.59666166234604,0.122384138090855,0.15130451589859
"CAMSAP1",0.5886391027808,5.73822364529733,2.73447246547192,0.122471292123245,0.151397844929497
"ENTPD2",0.934249489400644,2.34011254142746,2.72777147819521,0.122517046432561,0.151439983115383
"FILIP1",-0.51403132025937,5.24226990927234,2.73283140180593,0.122583286850858,0.151507433186453
"NCDN",0.438815654899209,4.39241148207431,2.73275103560471,0.122613559117757,0.151530419627581
"ATXN2L",0.211373138748366,7.13268014367794,2.73109376813463,0.122676502268937,0.151593773748172
"EVC",1.51927206341366,4.98700929289516,2.72764967690532,0.122915777150976,0.151874991662986
"AKT1S1",0.415111302041318,4.24573967836981,2.72204831284938,0.123293492631257,0.152327197254304
"MED15",0.287195412297231,5.64382731638292,2.717977169796,0.123503500373314,0.152572136180225
"FBF1",-0.620138243400938,3.38816860279962,2.72111002493378,0.123621842061467,0.15270379805461
"AKAP8",-0.300170729769813,5.26767491528704,2.71583971103762,0.123644758236369,0.152717571786856
"SRRM2",-0.338071078004659,9.69259953841428,2.71183870738696,0.123882673143923,0.152986974363128
"TRO",0.895734349575267,1.9802455401775,2.6648761200842,0.123886447421482,0.152986974363128
"NR1I2",-0.77140922835833,2.11482241122875,2.65415794678372,0.123986640487333,0.15309613713143
"C4A",0.821279996925767,2.61248859524213,2.71617811272071,0.124010984484282,0.153111631181012
"PLS3",0.889456082770653,3.25218588571105,2.71092664443457,0.124291375802663,0.153443224074431
"LTB4R2",0.646201970968564,2.72963144659045,2.70915772981495,0.124572729166653,0.153775941472482
"GDAP2",0.32194967645831,4.38262701458371,2.70093031454667,0.124615978391745,0.153814701362196
"GRAP2",0.566180952598705,1.99205538047119,2.65463378989306,0.124887751930756,0.154135496820502
"STAG1",0.261184125369007,6.01090454764034,2.69095608744432,0.125213832594723,0.154523250340322
"NEDD4",-0.405397713106451,4.65615544867412,2.69059977555052,0.125268647451698,0.154576199631432
"NKAPP1",-0.585778088103486,2.18642229864499,2.64925626649449,0.125468809029851,0.154808473498808
"CENPN",0.26503961128631,5.56724839983211,2.68503139522483,0.125596539198423,0.154951342913747
"PIGR",-0.699764665082556,2.9137998448512,2.68709922596225,0.125610579138135,0.154953936249097
"PITX1",1.41293718833865,2.36344194559404,2.66889591493306,0.125742390960738,0.155101799360485
"RNF207",-1.08597479583238,3.79137328680441,2.68613297226212,0.125783424521458,0.155137671065044
"TTC12",-0.363514434859359,3.76292137120926,2.68360249825548,0.125858592855324,0.155215632804001
"PRP4K",-0.265152178509575,7.58824218681819,2.6764265778161,0.126142956390308,0.155551546071271
"MLYCD",-0.565624741291366,3.5312340098837,2.67822584524668,0.126305648123146,0.155722885738918
"NFATC2",-0.364410667351499,6.73303061104046,2.67393096548211,0.126305896845865,0.155722885738918
"LPAR1",-1.12535789815477,5.0362891848936,2.67345320242775,0.126370147176046,0.155787302720589
"FAM221A",0.60701367166339,2.77181302045136,2.67854026319111,0.126538011483045,0.155968414473045
"FANCA",-0.401863183066675,5.68565896862899,2.67038922845293,0.126541091896428,0.155968414473045
"NCAL1",-0.74962181888134,2.28837732652465,2.63641047249117,0.126630885491855,0.156064270194102
"TENT4B",0.285520090218954,4.38731246084882,2.66447723269341,0.126958516166838,0.156442264744687
"RPL17P6",0.80684409540376,2.03566957435207,2.6279889794559,0.126961696211135,0.156442264744687
"NOL4",-0.983933138353385,2.64152067323219,2.64768537765282,0.127126818957087,0.156630859996487
"UROD",0.267815468605169,5.07678901842432,2.66127512785839,0.127139987679443,0.156632217167727
"NLK",-0.392160584478933,4.90247475919629,2.65110784543025,0.127813607924217,0.157447151073013
"ASTE1",0.474493065110879,3.26125172310371,2.65419860307309,0.127922225719517,0.15756599827665
"NIPAL3",0.442125982431381,4.28424947715019,2.64742625926681,0.128079968083161,0.157745325526087
"LINC02520",1.11037591890477,2.56318087363683,2.64884826671531,0.12811255928184,0.157770495206668
"TPRG1",0.829505856559577,4.16067601744232,2.64669806443299,0.128143159929113,0.157786734060476
"HLA-DMB",0.555189046702156,5.83392630608463,2.64569315063194,0.128150057817068,0.157786734060476
"ALMS1",0.259877777041388,5.94575395728872,2.64292314533954,0.12833192472248,0.157995673233215
"GEN1",-0.443752362991661,7.09556823947574,2.64261742469427,0.128348648900767,0.158001276814488
"INAFM2",-0.72133761886459,3.02385691300408,2.64388035436684,0.128504699776804,0.158178378672633
"MXD3",0.492680086057132,3.01739390991283,2.64702160480089,0.128527893961897,0.158189722742723
"CDC40",0.250267012809087,5.7118912778546,2.63981857086359,0.128538290120763,0.158189722742723
"LARS1",0.251547073590165,7.2496091965275,2.63644045755948,0.128756010566701,0.158442644781549
"KAT8",-0.346281091189939,5.112034976999,2.63600337196669,0.128801769949235,0.158483929655993
"MCM4",0.218263364308562,7.51412893994598,2.63469220344835,0.128871683071047,0.158554923816321
"BRD2",0.234517253474823,7.81540518493478,2.62869005290786,0.129269831071118,0.159029704037826
"ADCY4",-0.616099250794986,1.77345248674231,2.52441852434272,0.129293173911622,0.159043346983781
"TMEM267",0.34636139252808,3.52882951018524,2.62899851114879,0.129456385594413,0.15921996047096
"LRP8",0.323511183270131,5.85670201480921,2.62588571810638,0.129461283729623,0.15921996047096
"PRICKLE1",0.482839802031699,2.50137894203772,2.62969226050677,0.129476191672351,0.159223208707449
"FAM217B",-0.261414701863523,4.60675604801241,2.62579158020232,0.129498618736038,0.159235702083533
"GDA",-0.891893764259258,4.04836275010694,2.62223350218051,0.129865168605615,0.159671297575152
